company_name,sector,offer_price,shares_offered,underwriter_reputation,market_conditions,company_revenue,company_age_years,num_employees,exchange,ipo_outcome
SynergyTechnologies301,Technology,29.21,5178689,9,Bear,18.43,74,51,NYSE,Success
MomentumSystems302,Finance,21.5,20891599,7,Neutral,227.95,58,533,NASDAQ,Success
ElevateSolutions303,Finance,24.03,1190714,4,Bear,33.12,25,125,NASDAQ,Success
IgniteGroup304,Real Estate,8.37,3772983,8,Bull,16.48,8,46,NYSE,Success
ThriveHoldings305,Finance,11.46,950652,5,Bull,98.69,50,364,NYSE,Success
AlphaLabs306,Healthcare,5.72,1593394,6,Bull,59.61,43,57,NASDAQ,Success
BetaDynamics307,Energy,47.7,3965376,6,Neutral,57.0,70,327,NASDAQ,Failure
GammaVentures308,Healthcare,43.11,1997463,7,Bull,106.18,39,153,NYSE,Success
DeltaGlobal309,Technology,24.44,886003,9,Bear,44.43,7,263,NASDAQ,Failure
OmegaNetworks310,Finance,21.49,866382,6,Bull,193.85,73,684,NYSE,Success
NovaInnovations311,Finance,9.25,495831,9,Bull,6.41,24,61,NASDAQ,Success
ApexPartners312,Technology,18.0,5264958,6,Neutral,351.4,62,459,NASDAQ,Success
ZenithEnterprises313,Healthcare,49.21,5942146,8,Neutral,13.88,7,58,NYSE,Failure
VertexDigital314,Healthcare,21.45,5912347,6,Neutral,4.69,78,34,NYSE,Failure
QuantumAnalytics315,Healthcare,15.15,1316943,5,Bull,16.74,74,91,NASDAQ,Failure
NexusRobotics316,Healthcare,8.34,8939152,9,Neutral,32.32,6,186,NYSE,Success
PulseBio317,Consumer Goods,40.05,6627768,4,Neutral,18.13,76,108,NYSE,Success
VortexPharma318,Healthcare,19.39,3292950,4,Neutral,12.84,64,77,NYSE,Failure
CipherCapital319,Telecommunications,8.34,2794520,3,Bull,248.6,73,782,NYSE,Failure
HelixEnergy320,Real Estate,12.65,1708086,8,Bear,14.79,19,95,NYSE,Success
PrismHealth321,Finance,10.6,3961613,9,Neutral,1.85,30,17,NASDAQ,Failure
FluxCorp322,Healthcare,18.81,16473240,6,Neutral,32.28,41,216,NASDAQ,Failure
AetherInc323,Finance,22.28,10199575,4,Bull,1173.9,39,2032,NASDAQ,Success
TitanTechnologies324,Industrials,15.62,2530151,5,Neutral,11.07,58,23,NYSE,Success
OrionSystems325,Consumer Goods,29.62,5601928,5,Neutral,14.16,74,121,NYSE,Failure
StellarSolutions326,Industrials,20.89,1086606,3,Neutral,29.8,70,145,NASDAQ,Failure
CrestGroup327,Finance,34.16,6783930,5,Bear,553.53,71,1075,NASDAQ,Success
SummitHoldings328,Energy,16.8,1424231,7,Bear,31.84,27,128,NYSE,Failure
PinnacleLabs329,Healthcare,92.08,6519156,4,Neutral,11.76,1,120,NASDAQ,Failure
HorizonDynamics330,Consumer Goods,15.15,50000000,6,Bull,94.12,15,297,NASDAQ,Success
EclipseVentures331,Technology,12.79,1848689,2,Neutral,84.18,15,553,NYSE,Failure
RadiantGlobal332,Consumer Goods,12.02,50000000,9,Bull,113.29,63,414,NASDAQ,Success
ForgeNetworks333,Real Estate,18.07,5339462,5,Bull,11.1,33,45,NASDAQ,Success
CatalystInnovations334,Technology,8.5,1544752,7,Neutral,23.41,31,49,NASDAQ,Success
SynergyPartners335,Energy,23.27,1475553,6,Bull,295.45,61,734,NASDAQ,Success
MomentumEnterprises336,Technology,7.75,34794003,6,Bull,100.84,6,576,NYSE,Success
ElevateDigital337,Consumer Goods,21.78,5352041,3,Neutral,183.65,31,362,NASDAQ,Success
IgniteAnalytics338,Technology,10.22,1855838,4,Neutral,50.34,33,207,NYSE,Success
ThriveRobotics339,Telecommunications,16.6,2667198,4,Neutral,266.28,17,1392,NYSE,Failure
AlphaBio340,Technology,27.17,5029221,6,Bull,84.75,26,107,NYSE,Failure
BetaPharma341,Telecommunications,63.56,3240633,8,Bear,24.9,67,122,NASDAQ,Failure
GammaCapital342,Industrials,11.72,4619971,6,Bull,167.03,55,588,NASDAQ,Success
DeltaEnergy343,Energy,18.63,19261346,4,Bull,14.69,28,80,NYSE,Success
OmegaHealth344,Industrials,13.99,1058146,6,Bull,552.98,70,494,NASDAQ,Success
NovaCorp345,Industrials,13.0,6228401,5,Bear,247.69,10,417,NASDAQ,Failure
ApexInc346,Telecommunications,14.05,3039192,5,Bear,35.2,71,46,NASDAQ,Failure
ZenithTechnologies347,Healthcare,30.33,1984653,5,Bull,41.37,51,77,NYSE,Failure
VertexSystems348,Energy,15.74,9551169,7,Neutral,66.59,17,328,NASDAQ,Success
QuantumSolutions349,Technology,61.85,758102,4,Neutral,42.13,70,127,NYSE,Success
NexusGroup350,Energy,24.73,306681,5,Bull,394.85,12,1332,NASDAQ,Success
PulseHoldings351,Technology,12.12,4091953,7,Neutral,24.33,47,144,NASDAQ,Success
VortexLabs352,Energy,16.72,2847124,6,Bear,5.73,48,19,NYSE,Success
CipherDynamics353,Energy,13.45,845051,8,Bear,37.04,80,148,NYSE,Success
HelixVentures354,Finance,29.97,590926,8,Bear,168.82,18,203,NYSE,Failure
PrismGlobal355,Finance,8.85,22536198,3,Neutral,250.14,70,705,NASDAQ,Success
FluxNetworks356,Industrials,10.27,5194000,6,Bull,64.76,12,260,NYSE,Failure
AetherInnovations357,Industrials,14.94,3333874,4,Bear,21.1,20,78,NASDAQ,Success
TitanPartners358,Finance,28.26,29362969,3,Bull,51.1,3,75,NASDAQ,Failure
OrionEnterprises359,Energy,37.21,9084338,4,Bull,20.44,27,41,NASDAQ,Success
StellarDigital360,Telecommunications,40.06,19178046,5,Bear,1.72,59,59,NASDAQ,Success
CrestAnalytics361,Technology,26.18,1004545,5,Bull,15.21,16,94,NASDAQ,Failure
SummitRobotics362,Technology,19.27,967632,4,Neutral,117.4,6,293,NYSE,Failure
PinnacleBio363,Technology,29.88,6059120,5,Neutral,36.38,45,216,NYSE,Success
HorizonPharma364,Consumer Goods,11.33,4948025,10,Bull,34.37,1,267,NASDAQ,Failure
EclipseCapital365,Finance,7.99,11406136,2,Neutral,287.22,53,1257,NASDAQ,Failure
RadiantEnergy366,Industrials,24.99,639992,8,Bull,12.86,61,55,NASDAQ,Success
ForgeHealth367,Consumer Goods,12.15,6606716,5,Neutral,14.89,60,57,NYSE,Failure
CatalystCorp368,Healthcare,19.44,8791260,5,Bull,89.69,8,405,NYSE,Success
SynergyInc369,Real Estate,21.32,8336650,1,Bull,18.77,43,71,NYSE,Success
MomentumTechnologies370,Industrials,22.74,2176667,7,Neutral,18.63,26,146,NASDAQ,Failure
ElevateSystems371,Healthcare,32.1,5490968,3,Neutral,557.72,10,1232,NYSE,Failure
IgniteSolutions372,Healthcare,30.45,1505059,7,Bull,10.93,13,80,NASDAQ,Success
ThriveGroup373,Healthcare,22.14,2438890,9,Bull,18.2,21,132,NASDAQ,Success
AlphaHoldings374,Technology,16.1,1152061,3,Neutral,105.46,61,162,NASDAQ,Failure
BetaLabs375,Technology,21.2,1530850,8,Bull,50.74,38,187,NYSE,Success
GammaDynamics376,Telecommunications,14.91,2569026,6,Neutral,6.96,8,69,NYSE,Failure
DeltaVentures377,Finance,18.21,2000811,1,Bull,793.16,22,1031,NASDAQ,Failure
OmegaGlobal378,Healthcare,74.37,1530658,3,Bull,16.59,15,56,NYSE,Success
NovaNetworks379,Consumer Goods,22.0,891270,6,Bull,37.78,5,251,NYSE,Success
ApexInnovations380,Energy,25.16,23233268,6,Bull,105.13,71,662,NYSE,Success
ZenithPartners381,Telecommunications,14.12,1981643,2,Neutral,1399.05,72,418,NYSE,Failure
VertexEnterprises382,Industrials,33.45,4546942,6,Bear,29.53,5,207,NYSE,Failure
QuantumDigital383,Finance,29.37,562996,7,Bull,13.75,42,20,NYSE,Failure
NexusAnalytics384,Healthcare,29.48,12706816,7,Bull,115.19,69,321,NASDAQ,Failure
PulseRobotics385,Telecommunications,22.36,3863795,5,Bull,1251.64,48,1112,NASDAQ,Success
VortexBio386,Consumer Goods,33.69,2097224,6,Bear,66.95,28,164,NASDAQ,Success
CipherPharma387,Telecommunications,37.93,2115620,8,Bear,35.58,9,139,NASDAQ,Failure
HelixCapital388,Technology,23.14,7798249,7,Bull,98.19,8,381,NASDAQ,Success
PrismEnergy389,Real Estate,18.97,170570,7,Neutral,2.43,73,40,NASDAQ,Failure
FluxHealth390,Energy,31.42,1433753,6,Bear,21.7,52,46,NASDAQ,Failure
AetherCorp391,Technology,12.78,2902015,5,Neutral,3.53,69,44,NYSE,Failure
TitanInc392,Energy,14.03,2868755,6,Bear,31.82,79,105,NASDAQ,Success
OrionTechnologies393,Consumer Goods,19.56,40036895,4,Bull,25.29,32,89,NASDAQ,Failure
StellarSystems394,Technology,8.41,2332395,8,Bull,1.04,57,31,NASDAQ,Success
CrestSolutions395,Finance,30.38,8799689,2,Neutral,71.44,16,346,NASDAQ,Failure
SummitGroup396,Industrials,12.41,20008288,4,Bull,137.99,54,165,NASDAQ,Success
PinnacleHoldings397,Healthcare,15.87,6392360,5,Bull,40.85,64,141,NYSE,Success
HorizonLabs398,Finance,18.05,1666412,6,Bear,5.51,43,23,NYSE,Failure
EclipseDynamics399,Finance,20.48,904839,7,Bear,364.25,46,667,NYSE,Failure
RadiantVentures400,Healthcare,16.91,6888888,8,Bear,939.86,37,1655,NASDAQ,Success
ForgeGlobal401,Real Estate,19.42,16937238,6,Neutral,99.51,67,372,NASDAQ,Success
CatalystNetworks402,Industrials,19.5,5643207,4,Bull,32.1,41,65,NASDAQ,Success
SynergyInnovations403,Technology,16.06,11222689,5,Neutral,32.73,39,110,NASDAQ,Failure
MomentumPartners404,Telecommunications,13.65,43660180,5,Neutral,104.59,31,252,NASDAQ,Failure
ElevateEnterprises405,Real Estate,34.49,7552387,7,Bull,62.49,72,248,NASDAQ,Success
IgniteDigital406,Healthcare,7.01,1087472,3,Bull,104.93,8,300,NYSE,Success
ThriveAnalytics407,Industrials,18.12,3440270,5,Neutral,107.22,58,501,NYSE,Failure
AlphaRobotics408,Technology,15.89,12867498,9,Bull,18.04,35,89,NASDAQ,Success
BetaBio409,Telecommunications,24.76,2549021,6,Bear,15.89,29,96,NASDAQ,Success
GammaPharma410,Consumer Goods,9.71,14734549,3,Bull,35.85,36,149,NYSE,Success
DeltaCapital411,Consumer Goods,15.64,3057362,5,Bear,110.09,61,180,NYSE,Failure
OmegaEnergy412,Technology,19.08,4566910,1,Neutral,5.26,29,27,NASDAQ,Success
NovaHealth413,Real Estate,34.3,2301931,5,Neutral,38.75,26,101,NASDAQ,Failure
ApexCorp414,Technology,23.71,3834449,9,Bull,51.73,80,258,NASDAQ,Failure
ZenithInc415,Technology,11.11,4042797,3,Bull,26.31,35,159,NYSE,Failure
VertexTechnologies416,Technology,15.74,654389,3,Bear,447.68,65,938,NASDAQ,Success
QuantumSystems417,Industrials,31.28,2102014,4,Bull,346.56,32,857,NYSE,Success
NexusSolutions418,Technology,11.02,952449,7,Bear,101.83,79,137,NYSE,Success
PulseGroup419,Real Estate,19.31,2175766,9,Bear,777.13,34,1250,NYSE,Failure
VortexHoldings420,Consumer Goods,19.99,1475985,6,Neutral,203.88,30,149,NASDAQ,Success
CipherLabs421,Technology,16.56,8991778,3,Bull,66.76,59,323,NYSE,Success
HelixDynamics422,Technology,77.31,9096496,5,Bull,26.7,66,321,NASDAQ,Success
PrismVentures423,Technology,16.34,5724662,9,Neutral,30.18,20,89,NASDAQ,Success
FluxGlobal424,Energy,25.15,920204,5,Bear,96.62,76,324,NYSE,Success
AetherNetworks425,Industrials,13.69,2963451,6,Bull,31.26,26,147,NASDAQ,Success
TitanInnovations426,Technology,26.15,849843,6,Neutral,5.61,72,19,NASDAQ,Failure
OrionPartners427,Industrials,31.04,2821295,2,Neutral,30.84,41,110,NASDAQ,Failure
StellarEnterprises428,Technology,14.97,6245808,7,Bear,255.04,46,788,NYSE,Success
CrestDigital429,Industrials,19.54,8816224,7,Neutral,1.15,23,15,NASDAQ,Failure
SummitAnalytics430,Real Estate,12.84,5245309,2,Bear,447.9,14,1008,NASDAQ,Success
PinnacleRobotics431,Industrials,11.33,11507062,3,Bull,129.16,11,313,NASDAQ,Failure
HorizonBio432,Consumer Goods,33.73,4238654,4,Bull,38.41,10,93,NYSE,Success
EclipsePharma433,Industrials,15.23,2588113,7,Bear,84.06,57,362,NASDAQ,Success
RadiantCapital434,Technology,6.01,7831467,4,Bear,230.82,50,1390,NYSE,Failure
ForgeEnergy435,Technology,48.55,8092725,6,Neutral,57.4,48,70,NASDAQ,Failure
CatalystHealth436,Technology,13.45,1935407,5,Bear,226.55,75,193,NYSE,Success
SynergyCorp437,Finance,17.76,4775371,6,Bull,195.63,76,275,NASDAQ,Success
MomentumInc438,Consumer Goods,45.62,2435558,6,Neutral,71.0,39,181,NYSE,Success
ElevateTechnologies439,Energy,18.71,438627,6,Bull,10.32,60,45,NASDAQ,Failure
IgniteSystems440,Real Estate,18.51,5076367,5,Neutral,47.15,7,175,NYSE,Failure
ThriveSolutions441,Technology,10.87,895804,6,Neutral,2.55,46,21,NYSE,Failure
AlphaGroup442,Consumer Goods,8.87,4539031,6,Bear,106.54,35,291,NASDAQ,Failure
BetaHoldings443,Technology,18.48,704112,5,Bear,29.09,22,213,NASDAQ,Failure
GammaLabs444,Healthcare,24.08,1591731,5,Bull,21.69,31,57,NYSE,Success
DeltaDynamics445,Consumer Goods,23.4,2118886,9,Neutral,145.95,16,630,NYSE,Success
OmegaVentures446,Telecommunications,15.79,10872255,5,Bull,8.12,41,117,NYSE,Success
NovaGlobal447,Energy,20.29,1917408,8,Bear,64.6,42,101,NASDAQ,Success
ApexNetworks448,Technology,8.02,1115740,4,Bull,32.8,10,47,NYSE,Failure
ZenithInnovations449,Energy,25.28,4705982,7,Bear,41.65,37,163,NYSE,Failure
VertexPartners450,Technology,21.77,2631399,9,Bull,83.63,26,356,NASDAQ,Success
QuantumEnterprises451,Real Estate,53.88,7206980,5,Bull,841.47,33,1648,NYSE,Success
NexusDigital452,Consumer Goods,20.16,1188401,4,Bear,99.26,72,102,NASDAQ,Failure
PulseAnalytics453,Technology,12.54,4036360,5,Neutral,418.81,36,399,NYSE,Failure
VortexRobotics454,Technology,19.58,38631045,5,Bull,442.84,53,752,NASDAQ,Success
CipherBio455,Technology,17.05,2573354,6,Bear,173.21,17,565,NYSE,Success
HelixPharma456,Telecommunications,24.96,3940154,5,Neutral,3.44,77,20,NASDAQ,Failure
PrismCapital457,Finance,20.36,620921,5,Bear,38.11,34,154,NYSE,Success
FluxEnergy458,Industrials,10.7,1393070,9,Bear,10.63,26,58,NASDAQ,Failure
AetherHealth459,Energy,8.87,5176919,5,Bull,4005.72,4,8975,NYSE,Success
TitanCorp460,Energy,22.91,2350414,4,Bull,12.11,68,32,NYSE,Success
OrionInc461,Technology,40.11,6043131,7,Bull,5.78,45,36,NASDAQ,Success
StellarTechnologies462,Telecommunications,20.9,4999951,7,Neutral,0.86,12,25,NASDAQ,Success
CrestSystems463,Healthcare,30.16,874992,8,Bull,11.54,45,38,NYSE,Failure
SummitSolutions464,Energy,33.33,9023170,9,Bull,65.65,22,155,NASDAQ,Success
PinnacleGroup465,Consumer Goods,22.95,943465,6,Bull,278.91,54,700,NYSE,Success
HorizonHoldings466,Energy,13.37,1521303,5,Neutral,10.97,15,32,NYSE,Failure
EclipseLabs467,Telecommunications,22.15,4112266,2,Bull,316.47,58,414,NASDAQ,Failure
RadiantDynamics468,Technology,36.73,15666308,4,Neutral,49.62,15,143,NASDAQ,Failure
ForgeVentures469,Finance,26.18,1197951,6,Bear,26.36,54,92,NASDAQ,Success
CatalystGlobal470,Finance,29.2,3789271,3,Neutral,70.76,24,328,NYSE,Success
SynergyNetworks471,Finance,15.94,3820991,2,Neutral,457.77,65,636,NASDAQ,Failure
MomentumInnovations472,Technology,18.15,6308193,6,Bear,58.95,43,198,NASDAQ,Failure
ElevatePartners473,Technology,18.93,10681571,7,Neutral,10.36,11,96,NYSE,Success
IgniteEnterprises474,Healthcare,19.58,2182375,5,Neutral,103.15,70,547,NYSE,Failure
ThriveDigital475,Healthcare,36.02,8992030,7,Bull,100.71,71,282,NYSE,Failure
AlphaAnalytics476,Finance,6.21,12364273,7,Bear,41.04,26,162,NASDAQ,Success
BetaRobotics477,Energy,20.39,19461703,8,Neutral,252.73,32,394,NASDAQ,Success
GammaBio478,Energy,19.3,5400074,10,Neutral,1.76,1,19,NYSE,Success
DeltaPharma479,Finance,10.12,3826407,10,Neutral,93.28,54,603,NYSE,Success
OmegaCapital480,Finance,28.1,2033797,7,Neutral,177.07,37,894,NYSE,Success
NovaEnergy481,Technology,13.98,759954,5,Bull,6.21,10,35,NYSE,Failure
ApexHealth482,Energy,16.8,2475731,6,Neutral,5.9,53,41,NASDAQ,Success
ZenithCorp483,Healthcare,50.62,3657673,9,Bull,244.01,18,417,NASDAQ,Failure
VertexInc484,Technology,33.28,2929984,4,Neutral,317.88,19,467,NASDAQ,Failure
QuantumTechnologies485,Finance,26.77,5942960,8,Bull,419.75,75,774,NASDAQ,Failure
NexusSystems486,Finance,24.3,763620,5,Neutral,19.31,60,94,NYSE,Failure
PulseSolutions487,Technology,18.5,2725127,6,Neutral,73.82,12,335,NYSE,Failure
VortexGroup488,Energy,54.58,24028940,4,Bull,90.01,46,262,NASDAQ,Success
CipherHoldings489,Energy,30.0,8847086,3,Neutral,4.22,38,35,NASDAQ,Failure
HelixLabs490,Consumer Goods,13.81,6053760,5,Neutral,69.12,12,62,NYSE,Success
PrismDynamics491,Energy,9.97,4831571,8,Bull,67.23,8,236,NASDAQ,Success
FluxVentures492,Consumer Goods,26.67,2268361,4,Bear,167.0,70,327,NASDAQ,Success
AetherGlobal493,Healthcare,19.53,565762,9,Bull,23.17,8,51,NASDAQ,Failure
TitanNetworks494,Industrials,9.83,5163517,4,Bull,356.26,48,1022,NASDAQ,Failure
OrionInnovations495,Finance,24.89,282538,3,Neutral,61.59,80,417,NYSE,Failure
StellarPartners496,Finance,17.56,2360641,6,Bull,709.51,31,1402,NASDAQ,Success
CrestEnterprises497,Energy,26.19,3257077,7,Bear,167.32,52,693,NYSE,Success
SummitDigital498,Healthcare,25.05,2090282,6,Bull,82.81,36,207,NYSE,Success
PinnacleAnalytics499,Finance,14.82,28670608,6,Bull,9.27,51,133,NASDAQ,Failure
HorizonRobotics500,Consumer Goods,27.56,20263722,9,Bear,7.54,23,19,NASDAQ,Success
EclipseBio501,Real Estate,15.66,9182515,6,Bull,602.63,22,1178,NASDAQ,Success
RadiantPharma502,Real Estate,16.18,1295844,5,Neutral,203.69,46,760,NASDAQ,Success
ForgeCapital503,Finance,15.39,22329412,3,Bull,35.6,13,130,NYSE,Success
CatalystEnergy504,Finance,35.36,6070606,8,Bear,29.22,46,225,NASDAQ,Failure
SynergyHealth505,Industrials,17.46,1274443,5,Neutral,76.16,50,85,NASDAQ,Success
MomentumCorp506,Healthcare,39.89,3377738,5,Bear,7.26,79,38,NASDAQ,Success
ElevateInc507,Industrials,49.0,8525522,8,Neutral,27.07,20,94,NASDAQ,Success
IgniteTechnologies508,Finance,13.88,1796087,10,Bull,136.84,9,360,NASDAQ,Success
ThriveSystems509,Technology,5.0,3762268,6,Neutral,167.24,22,202,NASDAQ,Failure
AlphaSolutions510,Technology,33.86,4486019,5,Bear,31.43,65,103,NASDAQ,Success
BetaGroup511,Industrials,16.93,1087232,5,Neutral,602.07,34,1046,NYSE,Success
GammaHoldings512,Technology,13.03,2495269,5,Bull,261.77,14,720,NASDAQ,Success
DeltaLabs513,Healthcare,14.96,1172369,5,Bull,17.23,19,131,NASDAQ,Success
OmegaDynamics514,Healthcare,16.32,7792466,5,Bull,8.05,65,46,NYSE,Success
NovaVentures515,Technology,38.42,1318419,7,Bull,133.2,76,459,NYSE,Success
ApexGlobal516,Healthcare,21.76,4376691,5,Bull,27.8,13,204,NASDAQ,Failure
ZenithNetworks517,Consumer Goods,38.16,814104,8,Bull,20.9,47,158,NASDAQ,Failure
VertexInnovations518,Technology,25.72,1052378,5,Bull,76.27,79,73,NYSE,Success
QuantumPartners519,Industrials,17.21,1002611,5,Bull,160.63,6,644,NASDAQ,Failure
NexusEnterprises520,Real Estate,16.52,2447126,8,Bull,179.09,13,699,NASDAQ,Success
PulseDigital521,Healthcare,26.6,3915218,6,Neutral,59.31,39,172,NASDAQ,Success
VortexAnalytics522,Technology,30.27,4707913,5,Neutral,1.75,6,13,NYSE,Failure
CipherRobotics523,Energy,33.06,555578,6,Bear,228.52,45,325,NASDAQ,Failure
HelixBio524,Technology,17.62,2761710,8,Bull,16.3,56,27,NYSE,Success
PrismPharma525,Healthcare,21.92,1543291,6,Bull,86.71,29,405,NASDAQ,Success
FluxCapital526,Telecommunications,26.9,5577094,8,Neutral,45.46,74,234,NASDAQ,Failure
AetherEnergy527,Telecommunications,16.58,2501406,5,Neutral,1581.43,70,2549,NYSE,Failure
TitanHealth528,Industrials,11.39,3015176,8,Bull,1196.13,58,3057,NYSE,Success
OrionCorp529,Healthcare,13.42,1551993,6,Bull,27.41,42,179,NYSE,Success
StellarInc530,Consumer Goods,17.81,18340966,7,Bull,7.26,9,16,NYSE,Failure
CrestTechnologies531,Consumer Goods,27.97,905661,7,Bull,8.17,20,49,NASDAQ,Success
SummitSystems532,Healthcare,37.69,2191870,4,Bull,82.05,78,225,NASDAQ,Success
PinnacleSolutions533,Energy,10.2,3640379,6,Neutral,24.3,44,122,NASDAQ,Failure
HorizonGroup534,Technology,14.9,2542452,7,Bull,10.31,35,56,NASDAQ,Success
EclipseHoldings535,Technology,16.79,1522804,8,Bull,24.89,58,147,NYSE,Success
RadiantLabs536,Finance,29.89,534088,8,Neutral,107.42,20,142,NASDAQ,Success
ForgeDynamics537,Technology,15.42,1637188,6,Neutral,48.55,25,324,NASDAQ,Success
CatalystVentures538,Technology,16.2,1252453,9,Bull,26.48,31,81,NYSE,Failure
SynergyGlobal539,Industrials,9.91,17526500,4,Neutral,31.97,70,113,NASDAQ,Failure
MomentumNetworks540,Telecommunications,25.58,31474741,3,Bull,42.82,38,63,NYSE,Failure
ElevateInnovations541,Energy,18.53,3107124,5,Bull,76.24,5,227,NASDAQ,Success
IgnitePartners542,Industrials,14.48,802304,8,Bull,83.26,38,254,NASDAQ,Success
ThriveEnterprises543,Telecommunications,17.64,6838261,3,Bull,4.61,24,28,NASDAQ,Success
AlphaDigital544,Technology,35.29,1225578,3,Bull,70.11,38,155,NYSE,Success
BetaAnalytics545,Finance,12.15,1887623,2,Neutral,31.72,75,65,NYSE,Failure
GammaRobotics546,Healthcare,13.19,1743055,7,Neutral,11.93,26,79,NYSE,Failure
DeltaBio547,Technology,37.57,1981756,3,Bull,31.22,22,50,NASDAQ,Success
OmegaPharma548,Industrials,20.86,2292789,7,Bull,309.27,39,1088,NASDAQ,Success
NovaCapital549,Finance,28.07,878962,5,Bull,183.63,7,1121,NASDAQ,Success
ApexEnergy550,Finance,24.55,1620080,4,Bull,63.17,17,625,NYSE,Success
ZenithHealth551,Technology,19.73,9065116,4,Neutral,14.22,4,38,NASDAQ,Success
VertexCorp552,Technology,16.88,3161139,6,Bull,7.1,73,53,NASDAQ,Failure
QuantumInc553,Real Estate,30.44,3705444,4,Bear,13.29,61,47,NASDAQ,Failure
NexusTechnologies554,Technology,35.92,350722,5,Bear,55.61,13,344,NASDAQ,Failure
PulseSystems555,Technology,34.54,8434016,6,Neutral,57.39,27,233,NYSE,Failure
VortexSolutions556,Healthcare,11.1,1647023,7,Bull,20.55,9,74,NASDAQ,Failure
CipherGroup557,Finance,38.57,10058901,7,Bull,203.71,62,331,NASDAQ,Failure
HelixHoldings558,Energy,16.79,3814327,6,Bull,97.2,11,241,NASDAQ,Success
PrismLabs559,Finance,13.77,1863461,3,Bear,1.02,53,10,NASDAQ,Failure
FluxDynamics560,Technology,18.46,610607,6,Bear,64.31,46,207,NASDAQ,Success
AetherVentures561,Technology,30.43,28770063,7,Bear,169.56,61,457,NASDAQ,Failure
TitanGlobal562,Industrials,26.32,7298995,5,Bull,73.97,69,177,NYSE,Success
OrionNetworks563,Energy,17.68,7749000,5,Bull,130.62,74,266,NASDAQ,Success
StellarInnovations564,Energy,30.53,20152274,10,Bear,36.77,27,185,NASDAQ,Success
CrestPartners565,Consumer Goods,21.54,4090128,3,Bull,49.51,66,242,NYSE,Success
SummitEnterprises566,Industrials,15.08,12640292,6,Neutral,51.08,14,116,NASDAQ,Success
PinnacleDigital567,Technology,14.1,2025697,8,Neutral,71.96,13,222,NYSE,Success
HorizonAnalytics568,Healthcare,24.66,6835078,5,Bull,22.9,71,61,NYSE,Failure
EclipseRobotics569,Finance,19.27,1740883,5,Bear,281.1,73,2484,NASDAQ,Success
RadiantBio570,Healthcare,10.1,1975122,5,Bull,461.36,54,626,NASDAQ,Success
ForgePharma571,Industrials,30.68,3602002,6,Neutral,24.62,27,112,NYSE,Failure
CatalystCapital572,Finance,15.8,920434,7,Bear,9.46,34,60,NASDAQ,Failure
SynergyEnergy573,Industrials,44.53,4544481,5,Bull,7.26,65,29,NYSE,Success
MomentumHealth574,Real Estate,9.96,2392960,10,Neutral,100.23,19,193,NASDAQ,Failure
ElevateCorp575,Finance,18.35,447951,5,Bull,131.86,42,321,NASDAQ,Success
IgniteInc576,Real Estate,14.15,2068507,8,Bull,100.86,32,194,NYSE,Success
ThriveTechnologies577,Energy,12.33,2315057,7,Bull,114.75,15,363,NYSE,Failure
AlphaSystems578,Real Estate,15.75,7670071,6,Bull,23.28,47,62,NASDAQ,Success
BetaSolutions579,Healthcare,48.68,4347875,8,Bull,2.76,56,23,NYSE,Success
GammaGroup580,Finance,21.58,13901014,2,Neutral,25.9,19,37,NYSE,Failure
DeltaHoldings581,Finance,13.52,5499180,6,Bear,652.49,54,882,NYSE,Success
OmegaLabs582,Technology,8.05,1878602,4,Neutral,81.22,74,204,NASDAQ,Success
NovaDynamics583,Healthcare,8.49,3083699,5,Bull,103.21,73,501,NASDAQ,Failure
ApexVentures584,Real Estate,15.36,2308138,5,Neutral,212.11,74,214,NYSE,Success
